Time		Position		Wind		Barometer corrected and reduced to 32° F. MSL and Gravity 45°	Temperature		Cloud			Weather		Sea Surface						Remarks 
Day	Hour. 12 hrs. fast on GMT	Lat. S	Long.	Direction (True)	Force (0-12)		Dry Bulb	Wet Bulb	Kind		Amount (0-10)	Beaufort Notation*	Fog Intensity (0-5)	Waves		Swell		Sea Temperature	Colour	 
									Upper	Lower										 
		°    '	°    '			"Inches
"	° F	° F						Direction from	Disturbance (0-10)	Direction from	Disturbance (0-10)	° F		 
"NOVEMBER, 1910."																				 
	8			WSW	3	28.92	30.5	29.0												"6 h. : Wind freed to S, force 4. Ely swell (6). Sky clearing and wind decreasing. 9 h. : ESEly swell much the greater of" 
	12	73 5	174 11 E	WSW	3	29.03	32.0	30.9												the two. Afternoon : Mt. Sabine and other mountains visible 
	16	73 43	174 10 E (19 h.)	WNW	2-3	29.01	35.0	33.0												110 miles away till 15 h. when extreme visibility ceased. Wind gradually easing all watch. 16.30 : Wind dropped calm. 
	20			SSE	1	29.01	31.0	30.5												"18.30: Wind sprang up NE, force 1. 22 h. : Wind dropped calm. Slight NWly winds, then calm again." 
	24			NNE	2	28.99	30.0	29.0												 
2	4	74 25	174 1 E (4.15)	Calm	0	28.99	34.0	33.2	"A.-St., Ci."	St.	2	b.				ESE	3	31.8		4 h. : Calm with occasional light airs from eastwards. Ci.-St. to E. and A.-St. to NW slowly rising. 
	9			S	1	28.98	33.8	31.5		"Cu., St."	3	b.c.			1	ESE	3	32.9		Morning : Clear. Light NEly breeze (0-1). St. clouds on horizon. Ely swell (4). 
	12	75 10	173 40 E (13.11)	S	1	28.97	35.2	32.2		"Cu., St."	5	b.c.			1	ESE	3	33.9		 
	16			N	1	28.96	33.2	29.0		"Cu., St."	5	b.c. 			1	ESE	3	33.6	353	 
	20	75 55	172 31E (21h.30m.)	NE	1	28.96	31.5	29.8		"Cu., St."	5	b.c.			1	Slight	2	34.8		 
	24			ENE	1	29.00	31.2	28.0		"Cu., St."	7	b.c.			1	Slight	2	33.2		 
3	4	76 37	171 31 E (4.30)	ESE	3	28.98	30.8	29.7	 A.-Cu.	"Cu., St."	6	c.b.		Nly	3			32.9		4 h. : Land at 60 miles clearly distinguishable. Breeze unsteady in force. Colour of sea 234 and 240. 
	9	77 0	170 35 E (8.29)	E	3	29.06	30.5	27.8		"Cu., St."	9	b.c. 		NWly	3			32.8	340	 
	12	77 22	169 58 E	E	3	29.09	31.5	28.2		"Cu., St."	7	b.c.		NWly	3			32.9		 
	16		13 h. 30 m. off Cape Crozier	E	3	29.01	32.0			"Cu., St."	5	b.c. 		NWly	3			32.2		17 h. : Proceeded for Cape Royds. 
	20			SE	3	29.15	31.6	28.0		"Cu., St."		b.c.		N by W	3			32.5		20 h. : Halo. Faint sun. 
	24			SSE	3	29.16	30.5	27.5		"Cu., St."	8	b.c.		NNE	1					23.10 : Iridescent clouds near the sun. 
4	4			Calm	0															 
	9			Calm	0	29.20	30.2	30.0	Ci.	Cu.	2	b.c. 						31.2		8.30 : Secured ship alongside floe off Cape Evans. 
	12		Off Cape Evans	WNW	2	29.20			"Ci., Ci.-St."	Cu.	3	b.c. 								 
	16			WNW	2	29.16	31.8	28.8	"Ci., Ci.-St."	Cu.	3	b.c.								 
	20			NNE	1-2	29.09	30.0	27.5	"Ci., Ci.-St."	Cu.	4	b.c.								 
	24			Calm	0				"Ci., Ci.-St."		3	b.c.								 
5	4			Calm	0	28.99	27.0	25.7	Ci.		1	b.								 
	8			Calm	0	28.98	32.0	31.5	"Ci., Ci.-St."	Cu.	1	b.						32.0		 
	12		Off Cape Evans	WSW	Airs	28.96	32.8	28.8	"Ci., Ci.-St."	Cu.	1	b.								 
	20			Calm	0	28.94	32.8	29.5	"Ci., Ci.-St."	Cu.	1	b.								 
	24			Calm	0				Ci.	St.	2	b.c.								St. round Erebus. 
6	4			Calm	0				Ci.		2	b.c.								4 h. : Low fog to seaward. Erebus smoke vertical. 
	8			Calm	0	28.93	30.8	27.5	"Ci., Ci.-St."		4	b.c.						31.2		 
	12		Off Cape Evans	Calm	0	28.96	31.4	29.0	"Ci. -Cu., Ci., A.-St."		9	b.c.								 
	16			Calm	0	28.97			A.-St.		8	b.e.								16 h. : Sun shining through. 
	20			Calm	0							b.c.								 
7	8			NNW	1-2	29.10	30.5	28.8	"A.-St., Ci.-St."		9	b.c.		S	1			31.0		8 h. : Sun shining through. Cu. on mountains. 
	13		Off Cape Evans	Calm	0	29.15	31.8	28.8	"A.-St., Ci.-St."		6	b.c.								"Noon : Sun shining through. Cu. On mountains. Wind force 1-2, commenced at 14 h." 
	17			NNW	1-2	29.18			"A.-St., Ci.-St."		4	b.c.								 
	18			NNW	1-2	29.19	37.0	33.0	Ci.-St.											 
	21			Calm	0		34.8	30.9	"A.-St., Ci.-St., Ci."		3	b.c.								 
8	8		Off Cape Evans	Calm	0	29.23	36.5	32.8			0	b.						31.4		"Cu. on mountains 8 h., noon, and 17 h." 
	12			Calm	0	29.24	36.0	31.5	A.-St.		1	b.								 
	16			NNW	3	29.23	33.8	31.0	"A.-Cu., A.-St."	Cu.	3	b.c.								 
	20			NNW	3	29.21	30.8	28.2	"A.-Cu., A.-St."	Cu.	5	b.c.								 
9	9		Off Cape Evans	W	1-2	29.22	30.9	29.9	A.-St.	Cu.-St.	9	b.c.						30.4		"5 h. : A uniform covering of A.-St. rising to A.-Cu. With a little St. below in places. Very little Cu. on mountains. Wind, force 1. 9 h. : Cu. on mountains." 
	12			W	1	29.23	33.5		A.-St.	Cu.-St.	9	b.c.								 
	13							33.0												 
	16			Calm	0	29.23	34.8		"A.-St., A.-Cu."	Cu.-St.	8	b.c.								 
	20			E	3	29.23	26.4	25.8	"A.-St., A.-Cu."	"Cu., Nb."	6	b.c.s.								18 h. to 18.30: Snow moderate. 
10	8			W	1	29.19	29.8	29.8	A.-St.	"Cu., Nb."	9	b.c.						30.2		5 h. : Snow for 11 hours. 8 h. : Commenced to snow (moderate). 
	13		Off Cape Evans	WNW	2	29.22				"St., Nb."	10	o.c.								"Forenoon : Snow intermittently up to moderate and wind increased about 10 h. to force 3., but eased later. Afternoon : Occasional snow showers. 20.30 : Wind to NW, force 1-2." 
	17.30			WNW	2	29.22	32.9	30.5		"St., Nb."	10	o.c.								White fog over southern side of Erebus. 
	20			WNW	1-2	29.23	31.8	30.0		"St., Cu., Nb., St.-Cu."	9	o.c.								 
11	2.30			ESE	5		22.8			St.	10	o.c.q.								"2.30 : Wind been gradually rising in gusts till now, when fairly steady. No snow. 8 h. : Snow moderate to heavy. Noon : Snow moderate to heavy all forenoon. 16.30: Ceased snowing." 
	8			SE	6	29.28	22.4	22.4		Nb.	10	o.c.s.q.			1			29.6		 
	12		Off Cape Evans	SE	6	29.29	21.9	21.9		Nb.	10	o.c.4sq.			1					 
	17			SE	5	29.27	23.0	22.5	A.-Cu.	St.-Cu.	9	o.c.s.q.			1					"17 h. : Broken to eastward, blue sky showing, weather clearing." 
	20			SE	3-4	29.25	23.5	22.5	A.-Cu.	St.-Cu.	5	b.c.			1					"Wind easing all dog's watch and first. 23 h. : Wind, force 0-1." 
12	8		Off Cape Evans	SE	1	29.15	23.2	23.2	"Ci., A.-St."		9	b.c.						29.2		8 h. : Cu. and St. on mountains. 
	12			Calm	0	29.23	27.0	24.2	"Ci., A.-St."		9	b.c.								"Afternoon : Cu. and St on mountains. Wind gradually rising in puffs to force 3, direction N by W. 16 h. : Wind increased to force 5." 
	17			SE	5	29.09	22.2	21.1	A.-St.	Cu.	3	b.c.								 
	20			SE	5	29.06	24.9	23.5	A.-St.	Cu.	3	b.c.q.								 
13	9		Off Cape Evans	SE	5	29.07	15.3	15.3	"Ci., A.-St."	Cu.	2	b.c.			1			29.0		9 h. : Cu. on Western Mountains. 
	14			SE	5	29.07	18.5	18.0	A.-St.	Cu.	1	b.c.			1					14 h. : Cu. on Western Mountains. Erebus free from cloud all day. Afternoon : Very remarkable bank of cumuli behind Cape Barnes. 
	16			SE	5	29.06	18.8	18.6	A.-St.	Cu.	1	b.c.			1					 
	20			SE	5	29.08	18.9	18.9	A.-St.	Cu.	1	b.c.			1					 
14	9		Off Cape Evans	ESE	3	29.16	19.9		A.-St.	Cu.	9	o c.			1			30.0		 
	12			SE	2-3	29.16	22.4	21.2	"A.-Cu., A.-St."	Cu.	5	b.c.			1					 
	16			SE	2	29.20	24.5	21.8	"A.-Cu., A.-St."	Cu.	5	b.c.			1					 
	20			SE	2	29.18	23.8	22.8	"A.-Cu., A.-St."	Cu.	7	b.c.			1					"Midnight : Wind N by W, force 5-6." 
15	9		Off Cape Evans	SE	Light Airs	29.23	26.9		A.-St.	Cu.	3	b.						30.0		Cu. on Western Mountains. 
	12			SE	Light Airs	29.25	25.8	24.8	A.-St.	Cu.	3	b.c.								"Cu, on Western Mountains." 
	16			SE	Light Airs	29.27	25.8	25.0	A.-St.	Cu.	3	b.c.								Cu. on Western Mountains. 
	20			SE	2	29.28	26.2	25.4	A.-SC	Cu.	3	b.c.								Cu. on Western Mountains. 
16	9		Off Cape Evans	NE	1-2	29.34	25.2	22.8	A.-St.		1	b.						31.4		9 h. : No Cu. on Western Mountains. 10 h. : Much mirage. 
	12			NE	1	29.36	25.5	23.8	A.-St.		1									Noon : Very large amount of mirage. Little Cu. on Western Mountains. 23 h. : Calm with occasional light puffs from S. 
	16			ESE	2	29.35	24.8	22.8	A.-St.	Cu.	4	b.c.								"A.-Cu., A.-St., Nb., and St.-Cu. Snowing to southward and behind Cape Barnes." 
	20			SE	1	29.35	22.0		A.-St.	Cu.	6	b.c.								 
17	8		Off Cape Evans	ESE	2	29.33	20.4	20.4		Nb.	10	o.s.						30.1		Snow moderate all middle watch and morning. Noon : Snow moderate all forenoon. Snow slight to moderate in afternoon and in dog watches. 17 h. : Ceased snowing. 21 h. : Wind commenced to decrease in strength. Midnight : A white smoky fog coming up from beyond Inaccessible Island. 
	12			ESE	2-3	29.35	15.8	15.8		Nb.	10	o.4s.								 
	16			ESE	4-5	29.33	17.8	17.0		Nb.	10	o.4s.			1					 
	20			ESE	6	29.31	16.0	16.0		"Nb., St.-Cu."	8	c.ls.			1					 
	24			ESE	3-4	29.33	12.0			Nb. St.-Cu.	8									 
18	8		Off Cape Evans	SE	3	29.28	11.5	11.5		"Nb., St.-Cu."	9	c.			1			31.6		1 h. : Wind increasing again. 2 h. : Wind force 6. Middle watch : White smoky fog lifting and settling all watches. 8 h. : Mist round Inaccessible Island and appearing in patches on sea and round detached floes. Noon : Low snow-drift over Hut Point. 
	14			E	2-3	29.30	19.0	19.0		"Nb., St. -Cu."	5	b.c.			1					Ship shifted berth to close with Cape Evans. 14 h. : Thick blackish mist round Cape Barnes. Mists on Western Mountains. 
	16			SE	2	29.27	20.0	19.1		Nb.	10	o.3s.			1					Commenced to snow (moderate). 
	20			NW	1	29.27	23.0	21.8		Nb. St.-Cu.	9	b.c.								 
	24			Calm	0					"Nb., St.-Cu."	10	o.24s.								 
19	8		Off Cape Evans	SE	2-3	29.26	18.5	18.0		"Nb., St."	9	b.c.s.			1			31.2		 
	12			SE	2	29.27	20.8	20.0		Nb.	10	o.4s.			1					Forenoon : Slight snow. 
	16			SE	3-4	29.28	20.8	20.0	A.-St.	"Nb., Cu."	6	b.c.2s.								Cu. on Western Mountains Noon and 16 h. 
	20			SE	6	29.29	21.8	20.4	A.-St.	Cu.	6	b.c..								 
20	8		Off Cape Evans	ESE	6	29.30	20.8	19.9	A.-St.	Cu.	3	b.c.								 
	12			ESE	3	29.31	26.2	22.9	A.-St.	Cu.	2	b.c.								 
	16			ESE	1	29.33			A.-St.	Cu.	1	b.c.								 
	20			WNW	2	29.34			A.-St.	Cu.	1	b.c.						31.3		 
21	4		Off Cape Evans	NNW	2															2 h. : Blowing with a clear sky. 
	8			NNW	5	29.34	29.2	27.0	A.-St.		1	b.c.						32.5		 
	12			NNW	5	29.37	30.0	26.9	A.-St.		1	b.c.			3					 
	20			E	6	29.53	25	22.6	A.-St.	Cu.	5	b.c.								 
22	8		Off Cape Evans	E	2	29.73	23.9	21.5		"Nb., Cu."	7	b.c.						32.5		8 h. : Very slight snow. 
	12			ESE	3	29.72	24.4	22.2		"St., Cu."	8	b.c.								"15 h. : Wind S, force 3." 
	16			NNW	3	29.71	27.2			Cu.	5	b.c.								 
	20			NW	3	29.71	27.2	24.3		Cu.	5	b.c.								 
	24			WNW	1	29.68	27.0		"A,-St."	St.-Cu. Cu.	6	b.c.								Midnight : Wind steadily decreasing all watch. Little cloud round 
23	8		Off Cape Evans	E	1-0	29.59	25.1	23.5	A.-St.	"St., Cu."	3	b.c.						33.5		Western Mountains. Erebus completely covered with clouds. 
	12			SSE	1	29.54	29.9	26.0		Cu.	3	b.c.								 
	16			NNW	1	29.44				"Cu., St."	1	b.c.								 
	20			N	2-3	29.42	27.0	23.5	A.-St.	Cu.	1	b.c.								 
	24			NW	3-4	29.26	26.0	25.0	A.-St.	Cu.	5	b.c.								 
24	4			NW	3-2	29.31	26.0	25.5	A.-Cu.	Cu.	3	b.c.								 
	8		Off Cape Evans	ESE	2-3	29.25	25.8	24.2	A.-Cu.	Cu.	4	b.c.						33.2		Proceeded to Glacier Tongue. 
	12		Glacier Tongue	SE	Light Airs	29.26	28.5	25.4		"Cu., St."	S	b.c.								 
	20			E	2	29.32	21.0	22.5		"Cu., St."	8	b.c.								 
25	8			E	2	29.48	23.0		A.-St.		1	b.						30.4		Cu. on mountains. 
	12		Glacier Tongue	ESE	2	29.52	24.8			Cu.	1	b.								"16 h : Dry, 29.2 ; Wet, 26.0." 
	20			Calm	0	29.49	29.2	26.0		Cu.	1	b.								 
26	8			N	5	29.25	28.5	26.4			0	b.						30.4		8 h. : Ship partially sheltered by glacier ; real force of wind probably 6. 
	12		Glacier Tongue	N	5	29.30	30.5				0	b. 								 
	20			ESE	3	29.35	26.2	23.9			0	b.								Cu. on mountains. 
27	8		Glacier Tongue	SSE	4-5	29.42	16.2	15.2	A.-St.	"St., Cu."	1	b.c. 						32.0		9 h. : Proceeded to Butter Point. 13.30 : At Butter Point. 18.30: Proceeded for Cape Evans. 22 h. : Started clouding over. Snow squalls to W by S (compass) over Mount Erebus. 
	12			SE	4	29.44	21.8	19.2		"St., Cu."	1	b.c. 		W	3	W	3	29.5		 
	20	16 h.	McMurdo Sound	S	4	29.44	23.0	21.8	"A.-St., Ci.-St., A. -Cu."	"Cu.-St., Cu."	2	b.c. 		NW	3	NW	3	29.5		 
	24			ESE	4	29.47	22.8	20.6	"A.-St., A.-Cu."	"Nb., Cu.-St."										 
28	4	5.30	Off Cape Royds	ENE	3	29.48	20.6	19.5	"Ci.-St., A.-Cu."	Cu.	7	b.c.		WNW	2					2.30: Off Cape Evans. 4.30: Considerable amount of Ci.-St. in striae appearing to radiate from SSE (magnetic) point of compass. 
	8	8.30	 Proceeded for King Edward Land	SSE	4	29.50	25.5	23.8	A.-Cu.	Cu.	6	b.c.		N	3	NE	3	32.2		Remainder of clouds principally A.-Cu. 5.30: Off Cape Royds. 
	12			S	4	29.49	26.0	23.8	"Ci.-St., A. -St."	Cu.	7	b.c.						31.0		"Noon : Heavy bank of Cu. to SW. 14.15: Wind shifted to SW, force 4. 16.30 : Wind eased to 1-2. Dogs : Occasional few flakes of snow." 
	16			N	3	29.50	25.5	24.3	"Ci., A.-Cu."	"Cu., Nb."	9	o.c.s.		W	3	W	3	32.4		 
	20			SSE	1	29.50	23.5		Ci.	"Cu., Nb."	6	b.c.s.			1			32.4		20 h. : Very light snow. 22 h. : Clouding over. Wind shifted to SW. Midnight : Slight NWly swell. Sea calm. 
	24	21 h. 	Off Cape Crozier	NNE	Light Airs	29.44	22.0	20.8	Ci.	Cu.-St.	9	b.c.				NW	3	31.8		 
29	4			NNE	2	29.49	24.5	22.5		Cu.-St.	10	o.				SW	2			2 h. : Wind shifted SW 2 to N 2. Slight snow flakes falling in morning. 9.15: Wind to NW. Light snowflakes falling during forenoon. 20 h. : Considerable mirage. 21 h. : Low smoky fog (2) apparently caused by wind off barrier striking warmer water. Temp. fell to 17.0. Rigging covered with hoar-frost. Midnight : Fog (2). Observed ice crystals in the AIR. 
	8			SSE	1	29.52	23.5	22.0		"Cu.-St., Nb."	10	o.c.s.				SW	2	30.8		 
	12			ENE	3	29.53	26.0	23.8		"Cu.-St., Nb."	10	o.c.s.		NNW	2	NNW	3	30.8		 
	16	78 16	175 55 E (15.37 h.)	ENE	3	29.58	25.8	22.9	"A.-Cu., A.-St."	Cu.-St.	7	b c.		NW	3	NW	3	31.0		 
	20	78 26	176 46 E (18.38)	ESE	3	29.64	23.8	21.5	A.-St.	"St., Cu."	2	b.c.		NW	3	NW	3	30.8		 														NW	4	NW	3	29.2		 
	24			E	4	29.69	18.2	17.0	A.-St.	St.	2	b.c.f.	2	NNW	4	NNW	2	29.5		2.30: Fog cleared. 
30	4	78 23	179 28 W  (3.23)	ESE	4	29.69	12.8	12.0	A.-St.	St.	4	b.c.f.s.	4	NW	3			30.0		 														NW	3	NW	3	29.7		 
	8	78 24	178 18 W (7 h.)	SE	4	29.71	13.5		"A.-St., A.-Cu."	St.	9	c.		NW	3		3	29.5	405	"16.10 : Commenced snowing (moderate) easing to slight towards end of dog's watch. 20 h. : From 20 h. to 23 h. continuous fall of light snow, apparently drift snow from Barrier." 
	12	78 24	176 54 W (12.10)	SE	5	29.73	23.0	22.0	"A.-St., A.-Cu."	"St., Cu."	7	b.c. 								 
	16			SE	5	29.73	20.0	19.0	"A.-St., A.-Cu."	"St.-Cu., Nb."	10	o.c.								 
	20	78 26	175 22 W (18.46)	ESE	5	29.72	20.0	19.2		"St., Nb."	10	o.c.4s.		NW	4	NW to NW of N	4	29.0		 
	24			SE	4-5	29.77	22.0	21.0		St.	10	o.c.s.		Confused	4	NW	5	30.8		 
31	4	78 33	173 54 W (2.10)	ESE	4	29.76	18.5	17.8		St.	10	o.		NNW	4	NW	3			"Uniform St. gradually getting lighter. 8 h. : Sun shining through clouds. Morning : Sun shining through clouds and very small portion of blue sky appearing. 15.40: Halo round sun ; 22°, not very light, colours from in to out, red, yellow, bluish white." 
	8	78 32	172 14 W (7.12)	ESE	4	29.75	20.1	19.2	"A.-Cu., A.-St."	St.	10	o.		NNW	4	NW	3			16 h. : In Discovery Bay. Low Cu. on horizon over Barrier to northward. Sun shining through clouds. 
	12	78 29	171 6 W	E	4	29.81	22.2	21.0	"A.-Cu., A.-St."	"Cu.-St., Cu., St."	10	o.		NNW	4	NNW	3			 
	16	78 28	170 53 W (17.8)	E	4	29.79	18.9	17.9	A.-St.		10	o.			2		2			 
	20	78 17	170 55 W (20.50)	ESE	4-5	29.78	22.8	21.8	"A.-St., Ci.-St., Ci."		4	b.c.		NNW	4	Cross NWlyN	4		405	 
	24	78 13	170 18 W(22.47)	E	4	29.74	25.2	22.2	Ci.-St.		3	b.c.		NNW	4	NNW	4			 
"FEBRUARY, 1911."																				 
1	4			E	5	29.70	24.5	22.5	Nb.		0	b.		NNW	4	NNW	2			"Steady uniform breeze, slightly freshening." 
	8	77 49	168 1 W (6.5)	ESE	5-6	29.60	25.5	24.0	A.-St.		1	b.c.		N by W	4	N by E	5			Low band of St. on SW horizon. Clear bright weather. 
	12	77 38	166 17 W	ESE	5-6	29.53	25.0	23.8	A.-St.		1	b.c.		N by E	5	N by E	5			 
	16			ESE	5-6	29.44	25.0	23.5	A.-St.		2	b.c.		N by E	5	N by E	5			 
	20			SE	6	29.38	23.0	22.0		Det. Cu.	3	b.c.		NNE	6-7	NNE	4	29.0		 
	24			SSE	7-8	29.24	21.0	19.2		Cu.-St.	3	b.c.		NE	6	NE	5	29.8		 
2	4	76 55	161 19 W	S	6-7	29.10	20.8			Det. Cu.	1	b.		ENE	6	NEly	4			3.30: Wind veered to ENE. 4 h. : Cu. low on horizon. 
	8	76 52	159 5 W (9.18)	S	5	29.00	23.0	22.4	A.-Cu.	Det. Cu.	1	b.		ENE	4	NWly	4	29.5		10 h. : Wind eased force 3-4. 
	12	76 56	159 0 W	S	1-2	28.92			A.-Cu.	"Cu., Det. Cu."	2	b.				E by S	3	30.2	405	17.30: Considerable mirage. 
	16	77 6	157 54 W (16.48)	SE	1	28.86	21.8	19.0	A.-Cu.	Det. Cu.	1	b. 			1			29.2	452	 
	20	77 9	158 28 W (20.6)	S	2	28.78	16.9		A.-Cu.	St. det. St.-Cu.	1	b.			1	E	3	29.5	453	 
	24			ESE	3	28.80	10.0	9.5			3	b.c.m.		NNE	2	SE by E	4	28.5		 
3	4			Var.	0-3	28.80	10.5	10.0		St.-Cu.	9	o.f.						29.0		Wind sprang up from NNE at 23.15. Mist rising from sea. Heavy mirage. Wind varying from NW to SSE and from calm to force 3. 
	8			SE	7	28.80		6.2		Nb.	10	o.f.		NE	5	NE	5	28.5		"Steamy fog of considerable density in places. 5 h. : Wind E by N, force 5, rising to 6-7 by 6 h. Low fog (2) caused by the cold wind off Barrier striking the water. 13 h. : Wind eased to force 6." 
	12			SE	7	28.80		7.5		Nb.	10	o.f.		NE	5					14 to 16 : Snow moderate. Sun shining through. 17.30: 22° 
	16	78 18	162 22 W (17.27)	SE	6	28.79		12.8		Nb.	10	o.2s.f.		NE	3			29.5		"Mock sun to right of sun, the only part of halo showing red, yellow, green, purple, and white. Altitude of sun 14° 40'." 
	20	78 23	163 21W (20.28)	S	3-4	28.80		11.0	"Ci.-St., A.-St."	St.	4	b.c.		NE	2			29.8		18 h. : Sky clearing rapidly disclosing Ci.-Cu. and Ci.-St. above. 
	24	78 36	163 47 W (23.45)	S	2-3	28.98	17.9													"Wind eased to 5, but stronger in gusts. Between 22 and 23 h.: Snow squall passed ahead of ship." 
4	4			WNW	3	28.91	19.0	18.5		St.	9	c.				S	2			4 h : Fast to sea-ice in Bay of Whales. 
	9.30			WNW	2	28.97	25.0	24.5		St.-Cu.	9	b.c.				S	2			 
	12		Bay of Whales	WNW	2	29.00	20.8	20.5		St.-Cu.	9	b.c.						29.5		 
	16			WNW	1-2	29.00	19.5	18.5		"St., St.-Cu."	8	b.c.						29.5	430	 
	20			NNW	2-3	28.96	24.5	23.5		"St., St.-Cu."						SW	3	28.8		20 h. : At sea off Barrier. 
5	4			WSW	3	28.93	15.5	15.5		St.	10	o.		SE	2	S	2			 
	8	78 15	170 42 W (9.22)	SSW	2-3	28.87	17.5	17.5		"St., St.-Cu."	10	o.			2	E	3	29.8		8.15: Stronger gusts of wind off Barrier for about ten minutes. 
	12	78 12	171 50 W (13.3)	SSW	1	28.86	21.0			"St., St.-Cu."	10	o.			2	Cross SE SSW	3	30.1		"9 h. : Wind NE, 2. 11 h. : Eased to 1. 18 h. : Wind SSE, force 4. 19.30: Wind eased to 2. 21 h. : Sky overcast. Light fall of snow. 23.15: Sky cleared." 
	16			WSW		28.84	23.2	22.8		"St., St.-Cu."	10	o. 			2	SE	3	30.0		 
	20			WNW	2	28.81	26.0	24.9		"St., St.-Cu."	10	o.			2	SE	3	30.8	430	 
	24			NW	3-4	28.78	29.0	28.0	"Ci.-St., Cu."	"Cu.-St., Cu."	8	b.c.m.		S	4	SSE	5	30.1		 
6	4			NW	4	28.78	28.8	28.2		Cu.-St.	10	o.c.sq.m.		S	5	S	4	31.0		Squalls of light snow from 3 to 4 h. 
	8			NNE		28.82	29.0	28.5		Cu.-St.	10	o.c.s.b.			2	S	4	31.8		Occasional slight fall of snow during watch. 
	12	77 52	172 4 W	NW	2-3	28.84	29.9			"St.-Cu., Cu."	9	o.c.			2	SW	4	31.1		"p.m. : Occasional slight fall of snow during watch. 14.45: Wind to W, force 1-2, and gradually round to NW. 19.30 : Commenced to drizzle. 20 h. : Very fine." 
	16			E	1-2	28.87	31.5	29.0		"St.-Cu., Cu."	10	o.c.			2	SW	4	31.0		 
	20			S	1-2	28.88	29.0	29.0		"St., St.-Cu."	10	o.c.r.			2	SW	4	31.0		 
	24			SSW	4	28.92	28.0	27.8	Ci.-St.	"St., Nb."	9	o.c.m		E	4	SW	5	31.8		"Midnight : Ugly sky, breeze freshening." 
7	4			SSW	5	28.93	28.5	28.0		St.	10	o		E by N	6	E by N	4	31.0		Wind increasing gradually. 
	8			SSW	5-6	28.94	25.9	25.5		"St.-Cu.,Nb."	10	o.s.		E by N	5	E by N		31.1		Snow slight. 
	12			SSW	6	29.00	25.0	24.5		St.-Cu.	10	o.c.		E by N	5	E by N		31.5		 
	16	77 17	174 32 E (17.19)	SSW	5-6	28.93	22.5	22.5		St.-Cu.	10	o.c. 		E	5	E		31.6		 
	20			SSW	5	29.02	21.5			St.-Cu.	10	o.c.		E	5	E		31.2	354	17 h. : Clouds breaking and showing low. A.-Cu. above. Lower clouds travelling at great speed before the wind. Locke drawing water to SW (true). Wind gradually backing from 22.30 h. on. Squalls frequent. 
	24			S	5-6	29.08	20.8	20.8		St.-Cu.	10	o.c.q.		"NEly, E by N"	5	E by N		29.8		 
8	4			SE	8	29.07	25.0	24.5		Ci.-Cu.	2	b.q.		NE	7	NE	5	30.0		"Wind shifted two points at 5 h., falling a little and then freshened to force 8. 5 h. : Wind eased to force 4. 7 h. : Wind to SW." 
	8			N	2	29.09	32.2	30.5	Ci.	"St.-Cu., Cu."	1	b.c.		Confused	3	Confused	3	30.2	358	 
	12		Off Cape Bird	S	2	29.09	33.0	31.8	"Ci., Ci.-St."	"St.-Cu., Cu,"	1	b.c.			1	SW	2	32.1		 
	16			WNW	2	29.08	33.0		"Ci., Ci.-St."	"St.-Cu., Cu."	1	b.c.						32.2	453	20 h. : Off Cape Evans. 24 h. : Off Glacier Tongue. 
9	4		Off Glacier Tongue	SSE	2	29.19	15.0	14.0	"A.-St., Ci."	Cu.	1	b.c.								 
	9.15	8 h.	Off Cape Evans	ESE	4	29.24	15.2		"Ci., Ci.-St. A.-St."		3	b.c.								Great mirage all day. 
	21	Noon	At Glacier Tongue	E	3	29.37	20.8		A.-St.	"St., Nb."	10	o.c.								20 h. : Very little A.-St. 21.30 : Commenced to snow (slight). 
	24		Off Cape Royds	S	3	29.39	24.5	24.2	A.-St.	"St., Nb."	8	o.c.s.						32.2		Midnight : Mirage. Snow (moderate). 
10	4			SSW	3	29.39	25.0	24.5		"St., Nb."	10	o.2s.								Snowing continuously (moderate). 
	8			ENE	3	29.36	25.8	24.5		"St., Nb."	10	o.2s.		W	3	WNW	3	29.5		Snowing continuously (moderate). 11.30: Ceased snowing. 
	12	76 31	166 31 E 	ENE	4	29.36	27.8	27.0	"A.-Cu., A.-St."	"St., Cu., St.-Cu."	8	o.c.		WNW	3	WNW	3	29.8		12.10: Wind dropped suddenly calm. 
	16	76 1	166 47 E (17.58)	W	1	29.29	30.1	28.0		St.-Cu.	9	o.c.			1	Wly	3	29.8		16 h. : Lower clouds from W to SW. Light variable airs all afternoon. 
	20			WNW	3-4	29.30	28.0	27.0		"Cu., St.-Cu."		b.c.				SE	3	30.1	335	21 h. : Wind set in a steady light breeze. Low scud drifting moderately. 
	24			WNW	3	29.29	25.2	24.8	"A.-St., Ci.-St., A.-Cu."	"Cu.. Cu.-St., Nb."	7	b.c.				SE	3	30.0		 
11	4			W	3-4	29.28	26.0	25.0		St.-Cu.	10	c.		SE	2			30.0		"2.30: Rays of light and radiating fan-shape from just below thehorizon, diametrically opposite the sun. Sun obscured." 
	8	74 38	168 55 E (7.48)	WSW	3-4	29.26	24.8	23.2	"A.-St., A.-Cu."		8	b.c.		SE	2			29.8		 
	12	74 13	169 24 E	SSW	3	29.27	25.1	23.8	"A.-St., A.-Cu."		8	b.c.		ENE	2	ENE	2	29.6	328	 
	16			S	3	29.24	27.9	25.8	"A.-Cu., A.-St."		9	b.c.			2	NE	3	29.0		18.30 : Commenced snowing (very slight). 
