Time		Position		Wind		Barometer corrected and reduced to 32° F. MSL and Gravity 45°	Temperature		Cloud			Weather		Sea Surface						Remarks
Day	Hour. 12 hrs. fast on GMT	Lat. S	Long.	Direction (True)	Force (0-12)		Dry Bulb	Wet Bulb	Kind		Amount (0-10)	Beaufort Notation*	Fog Intensity (0-5)	Waves		Swell		Sea Temperature	Colour	
									Upper	Lower										
		°    '	°    '			"Inches
"	° F	° F						Direction from	Disturbance (0-10)	Direction from	Disturbance (0-10)	° F		
"DECEMBER, 1911."																				
	20			SSW	1	29.45	26.2	25.4	Ci.-St.	Cu.	2	b.c.			In 	pack				
	24			SSW	1	29.45	18.6	17.8	Ci.-St.	St.	2	b.4f.			In 	pack				
17	4			Calm	0	29.43	16.5	16.0		St.	10	b.4f.	4		In 	pack				8 h. : Rime on rigging. 10.15: Fog lifted. 10.30: Two bands of Ci.-St. running from behind Mount Erebus (WNW by compass
	8			Calm	0	29.36	19.6	17.8				b.4f.	4		In 	pack				and WSW) to horizon ; ESE by compass. Each line about
	12	77 22	165 22 E	NNW	1-2	29.39	30.4	28.9	"Ci.-St., A.-St."	Cu.	3	b.c.			In 	pack				2° broad in the zenith. The actual clouds forming the bands
	16			NNW	2	29.38	32.5	30.8	"Ci., Ci.-St. A.-St."	Cu.	3	b.c.			In 	pack				were all small and lying at right angles to the direction of the bands.
	20			S	2-3	29.39	25.3	24.7		"Cu., St.-Cu., St."	9	c.			In 	pack				
18	4			S	4-5	29.42	14.8			St.	10	o.q.s.			In 	pack				2 h. : Slight snow. 3 to 4 : Snow increasing.
	8			SE	5-6	29.49	14.0	14.0		"St., Nb."	10	o.4s.			In 	pack				Forenoon : Snow moderate.
	12	77 22	165 22 E	S	5-6	29.47	14.7	14.4		"St., Nb."	10	o.4s.			In 	pack		28.5		Afternoon : Snow slight.
	16			S	5	29.50	14.8	14.6		"St., Nb."	10	o.4s.			In 	pack				Dogs : Snowing off and on.
	20			S	4	29.51	14.8	14.5		"St., Nb."	10	o.2s.			In 	pack				
19	8			S	2	29.55	15.6	15.4		"St., Nb."	10	o.c.s.			In 	pack				Forenoon : Very slight snow falling.
	12	77 15	165 0 E	SSE	1	29.52	20.6	19.8		"St.-Cu., Nb."	10	o.c.s.			In 	pack				Snow slight to moderate all day.
	16			SSE	2	29.49	23.0			"St., St.-Cu., Nb."	10	o.c.s.			In 	pack				
	20			E	2	29.47	25.2	24.4		"St.-Cu., Nb."	10	o.c.			In 	pack				
20	8			SW	0-1	29.40	21.8	21.2		"St.-Cu., Cu."	8	c.			In 	pack				
	12	77 11	164 13 E	SSW	2-3	29.40	22.4	21.3	"A.-St., A.-Cu."	"St.-Cu., Cu."	2	b.c.			In 	pack				
	16			SW	2	29.41	26.5	25.3		Cu.	1	b.			In 	pack		29.3		
	20			SW	2	29.40	26.5				0	b.			In 	pack				20 h. : A little Cu. on mountains.
21	8			ENE	2	29.37	17.0	16.5			0	b.			In 	pack				8 h. : A little Cu. on mountains.
	12	77 5	164 23 E	WSW	1	29.36	17.8	16.8		Cu.	1	b.			In 	pack				
	16			W	1	29.31				Cu.	1	b.			In 	pack		29.5		
	20			Calm	0	29.34	26.4	25.0			0	b.			In 	pack		31.0	280	"20 : A little Cu. on mountains, also streaks of St. Great deal of mirage."
	24			SSW	1	29.36	18.1				0	b.			In 	pack				
22	8			SSE	3-4	29.43	18.4	17.5	A.-Cu.	"Cu., St.-Cu."	2	b.c.			In 	pack				
	12	77 26	165 17 E	S	5	29.53	19.5	18.9	A.-Cu.	"Cu., St.-Cu."	6	b.c.			In 	pack		29.0	310	Mirage afternoon and evening.
	16			SSE	5	29.58	18.9	17.8	"A.-St., A.-Cu."	"Cu., St.-Cu"	6	b.c.			In 	pack				
	20			SSE	5	29.63	17.4	16.6	A.-Cu.	"Cu., St.-Cu"	8	c.			In 	pack				
23	8			WNW	1	29.72	25.9	23.0	A.-Cu.	Cu.	1	b.			In 	pack				8 h. : Great mirage. 16 h. : A little Cu. round Erebus and C.
	12	77 13	164 18 E	SW	1	29.74	23.4	21.5	A.-Cu.	Cu.	1	b.			In 	pack		31.2 (10 h)		"Bird. 22 h. : St.-Cu. and St. (1). Considerable mirage. Midnight : Curious low mist drifting over surface of water like loose white smoke, about eight to four feet up and only as far as 200 yards from edge of fast ice, throwing objects up and distorting them."
	16			W	0-1	29.73	22.6	21.4			0	b.			In 	pack		31.0		
	20			NNW	1	29.73	19.5	17.2		"St., St.-Cu."	3	b.c.			In 	pack				
	24			SSW	1-2	29.69	17.0	16.0		St.-Cu.	1	b.			In 	pack				
24	4			SW	1	29.68	10.0					f.	4		In 	pack				2 h. : Fog increasing and rising to about 30 ft.
	8			SW	1	29.67	15.2	14.6	A.-Cu.		3	b.c.			In 	pack				
	12	77 5	164 17 E	S	2	29.64			A.-Cu.	Cu.	3	b.c.			In 	pack		30.0		Noon : Brocken spectre round mainmast truck.
	16			S	2	29.62			A.-Cu.	Cu.	2	b.c.			In 	pack				
	20			S	2	29.58	25.2		"A.-St., A.-Cu."	Cu.	3	b.c.			In 	pack				
	24			W		29.57	21.9		"Ci.-Cu., A.-Cu."	Cu.	3	b.c.			In 	pack		30.4	305	
25	4			WSW	1	29.59	18.5	17.8		St.	1	b.f.	1		In 	pack				
	8			S	2	29.55	21.3	20.8	A.-Cu.	"Cu., St.-Cu."	4	b.c.			In 	pack		30.0		
	12	76 55	164 12 E	S	3	29.55	21.5	21.5		"Cu., St.-Cu."	3	b.c.			In 	pack				
	16			SSW	3	29.53	23.6	22.8	"Ci.-Cu., A.-Cu."	"Cu., St.-Cu."	3	b.c.			In 	pack				
	20			SSW	3	29.53	27.2	25.5	A.-Cu.	Cu.	2	b.c.			In 	pack		30.5		
	24			S	3	29.53	25.5	23.5	A.-Cu.	Cu.	2	b.c.			In 	pack				
26	4			WSW	2	29.51	24.0	22.8	A.-St.		1	b.			In 	pack				Ice much miraged. 8 h. : Wind increased suddenly from force 3 to 6-7.
	8			SSE	6-7	29.50	24.0	22.9	"A.-Cu., A. -St."	"St., Cu."	6	b.c.			In 	pack		30.2		
	12	77 25	165 50 E	SE	6-7	29.54	27.0	26.2	"Ci.-Cu., Ci.-St., A.-St., A. -Cu."	"Cu., St.-Cu."	7	c.			In 	pack				
	16			SSE	4-5	29.56	24.9	23.8	"Ci.-Cu., Ci.-St., A.-St., A. -Cu."	"Cu., St.-Cu."	5	b.c.			In 	pack				15.30 : Ship commenced to be carried out with ice.
	20			SSE	4-5	29.54	25.2	24.0	"Ci.-Cu., A. -Cu."	"Cu., St.-Cu."	4	b.c.			In 	pack				"20.30 : Band of A.-St. and Ci.-St. stretching right across heavens from NW by N to SE by S, much the same as on 17th."
	24			SSW	5-6										In 	pack				
27	4			SSE	8-6	29.57	31.8	31.0		"St.-Cu., St."	9	o.c.			In 	pack				"1.30: Wind NNE, force 8. 2.30 : Wind shifted suddenly from"
	8			SSE	8-9	29.56	31.9	30.5	"Ci.-St., Ci.-Cu., A.-Cu., A.-St."	"St.-Cu., Cu., St."	6	c.			In 	pack		30.2		"N to NE and lulled. 3 to 4 h. : Wind varying from N to NE and from force 8 to 6. 11 h. : General nature of clouds stratiform. St.-Cu. with some Ci.-St. showing, but also a little Ci.-Cu."
	12	77 5	164 30 E	ESE	9	29.54	33.9	30.2	"Ci.-St., Ci.-Cu., A.-Cu., A. -St."	"St.-Cu., Cu., St."	7	c.			In 	pack				"in places, amount 8. Cu. over Mount Erebus. 16 h. : Wind unsteady in direction. 17 h. : Wind easing. 19 h.: Wind, which had been NNW, veered to N, force 6. Wind increasing at 23 h"
	16			SSE	9	29.57	34.5	31.4	"Ci.-St., A.-St., A.-Cu."	"St.-Cu., Cu., St."	5	b.c.			In 	pack		30.2		
	20			SW	5	29.59	32.4	27.4	"Ci.-St., A.-Cu., A.-St."	St.	4	b.c.			In 	pack				
	24			S	5-6	29.58	25.5	23.5	"Ci.-St., A.-St."	St.		b.c.q.			In 	pack				
28	4			SW	5-4	29.56	26.0	25.0	Ci.		1	b.			In 	pack				0 h. to 4 h : Wind steady and lulling slowly.
	8			SSE	1	29.49	26.2				0	b.			In 	pack		29.5		
	12	76 54	164 30 E	NE	1	29.46	31.4	29.5			0	b.			In 	pack				
	16			E	1	29.43	32.4	30.9		St.-Cu.	1	b.			In 	pack				
	20			ESE	1	29.42	30.8	29.8		St.	1	b.			In 	pack				
	24			SSE	3	29.42	28.6	26.0			0	b.			In 	pack				
29	4			SSW	4	29.42	23.8	22.8		"Cu., St.-Cu., St."	7	c.			In	pack				
	8			SSW	4-5	29.42	23.2	22.5		St.-Cu.	3	b.c.			In	pack		29.0		
	12	76 44	164 30 E	S	4	29.43			"A.-St., A.-Cu."	"Cu., St.-Cu., St."	5	b.c.			In	pack				
	16			S	2	29.41	31.0	28.6	"A.-St., A.-Cu."	"Cu., St.-Cu."	4	b.c.			In	pack				
	20			SE	2	29.42	30.5	28.9	A.-Cu.	"Cu., St.-Cu."	6	b.c.			In	pack				
	24			SSW	3-4	29.43	24.0	23.0		"St.-Cu., St."	9	c.			In	pack				
30	4			SSW	3	29.45	23.3	22.5		"St.-Cu., St."	10	o.			In	pack				
	8			SSW	3	29.43	24.5	23.0	A.-Cu.	"St.-Cu., Cu."	7	c.			In	pack		29.1		Forenoon : Considerable mirage and distortion of distant objects.
	12	76 41	164 26 E	SSE	2	29.44	25.5	24.4	A.-Cu.	"St., St.-Cu., Cu."	6	b.c.			In	pack		29.4		Noon : Ship commenced making way through pack.
	16			Calm	0	29.44			"Ci.-Cu., A.-Cu."	"St.-Cu., Cu."	2	b.			In	pack				
	20			W	2	29.44	29.2	27.0	A.-Cu.	"Cu., St.-Cu."	4	b.c.			In	pack		31.0		
	24			NNE	3	29.43	28.0	26.0	A.-Cu.	St.-Cu.	8	b.c.			In	pack				"20 h. : Wind SW, force 1 to 2."
31	4			NNW	4	29.42	27.3	25.8		"St.-Cu., St."	9	o.c.s.			In	pack				23.30 : Breeze freshened from SW by S.
	8		At edge of fast ice	N	2-3	29.40	25.4	23.6	"A.-St., A.-Cu."	"Cu., St.-Cu."	5	b.c.			In	pack		29.8		0 to 4 : Very light snow throughout.
	12	77 32	165 38 E	NW	3	29.39	29.8	27.5	"A.-St., A.-Cu."	"Cu., St.-Cu."	4	b.c.			In	pack		31.0		
	16			N	3	29.36	30.0	28.5												
	20			NW	3	29.37	27.5	26.5	A.-St.	"Cu., St.-Cu."	8	c.			In	pack				"21.45 : Began to snow (25 minutes, light fall)."
	24			N	0-1	29.39	27.0	26.2		Nb.	10	c.s.			In	pack				23.30: Snow till end of watch.
"FEBRUARY, 1912."																				
1	4			Var.	2-0	29.48	27.2	27.0		"St.-Cu., St."	10	o.s.			In	pack				"0 to 4 : Snow, light to moderate throughout."
	8			E	1	29.50	26.4	25.5		"St.-Cu., Nb., St."	10	o.s.			In	pack				
	12	77 28	165 35 E	N	2	29.49	30.0	28.5		"Cu., St.-Cu., Nb."	10	o.c.			In	pack		31.0	354	
	16			N	3	29.47	28.6	26.9		"Cu., St.-Cu., Nb."	10	o.c.			In	pack				
	20			NNW	3	29.37	28.4	27.2		"Cu., St.-Cu."	10	o.c.			In	pack				"21 h. : Wind shifted suddenly to ENE, force 1 to 2."
	24			SSW	1-2	29.37	26.9			St.-Cu.	9	o.c.			In	pack				
2	4			SSE	2-3	29.35	24.2	24.0	A.-Cu.	"Cu., St."	6	b.c.			In	pack				
	8			S	2-3	29.35	22.7	22.3	"A.-St., A.-Cu."	"Cu., St.-Cu."	5	b.c.			In	pack		31.0		Forenoon : Mirage without distortion.
	12	77 24	165 32 E	S	2	29.36	25.4	23.8	A.-Cu.	"Cu., St.-Cu"	4	b.c.			In	pack		31.2	330	
	16			SE	2	29.37	26.2	24.8	A.-Cu.	"Cu., St.-Cu"	4	b.c.			In	pack				
	20					29.39									In 	pack				22 h. : Mirage and distortion of distant objects. 22.30: Commenced to snow (slight).
	22.30			SE	2	29.43	24.0	21.5		"Cu., St.-Cu., Nb."	9	c.			In 	pack				
	24			SE	2	29.45	23.8	21.5		"Cu., St.-Cu., Nb."	8	o.c.1/2s.			In 	pack				
3	4			Calm	0	29.47	22.5	21.5	A.-Cu.	"St., Cu., St.-Cu., Nb."	7	b.c.			In 	pack				
	8			E	1	29.53	23.4	22.8	A.-Cu.	"Nb., Cu., St.-Cu., St."	7	b.c.			In 	pack				
	12	Off	Cape Barnes	SE	1	29.59	24.9	24.0	A.-Cu.	"Cu., St.-Cu."	7	b.c.			In 	pack		31.4	355	
	16			SE	1	29.66	24.4	23.0	A.-Cu.	"Cu., St.-Cu."	4	b.c.			In 	pack				16 h. : Slight mirage.
	20			SE	1	29.71	27.5	25.2	A.-Cu.	"Cu., St.-Cu."	5	b.c.			In 	pack				
	24			SSE	Light Airs	29.73	22.5		A.-Cu.	St.-Cu.	8	c.			In 	pack				Middle : Mirage.
4	4			SSE	1	29.76	20.0	18.7	"Ci., A.-Cu."	"St.-Cu., St."	8	c.			In 	pack				3.45: A very light snow shower.
	8			ESE	2-3	29.78	23.8	22.2	A.-Cu.	"Cu., St.-Cu., St."	6	b.c.			In 	pack				8 h. : Mirage.
	12	Off	Cape Barnes	SE	2	29.79	24.5	22.4	"A.-St., A.-Cu."	"Cu., St.-Cu."	5	b.c. 			In 	pack		31.0		Noon : Mirage.
	16			SSE	3	29.75			"A.-St., A.-Cu."	"Cu., St.-Cu."	5	b.c.			In 	pack				
	20			SE	1	29.74			"A.-Cu., Ci.-Cu., Ci.-St., A.-St."	"Cu., St.-Cu."	4	b.c.			In 	pack				
	24			SSW		29.72	25.6	24.8	"Ci.-St., Ci.-Cu., St.-Cu., A.-St."	"Cu., St.-Cu."	3	b.c.			In 	pack		30.5		
5	4			WSW	1-2	29.70	17.8	17.4	A.-Cu.	"Cu., St.-Cu., St."	5	b.c.			In 	pack				
	8			S	1-2	29.66	26.5	24.8	"A.-Cu., Ci.-Cu."	"Cu., St.-Cu."	5	b.c.			In 	pack		31.3		
	12	Off	Cape Barnes	SSW	1-2	29.66			"A.-Cu., Ci.-Cu."	"Cu., St.-Cu."	4	b.c.			In 	pack		31.3		"Noon : Whale-back clouds over Erebus. 13 to 14 : Wind gradually increasing, reaching force 6 to 7 ; at 16 h. force 7 to 8."
	16			SE	7-8	29.67			"A.-Cu., Ci.-Cu."	"Cu., St.-Cu."	3	b.c.			In 	pack				16 h. : Whale-back cloud over Erebus. 20 h. : Northerly (true) swell. First : Frequent lulls in wind. Force occasionally dropping to 6.
	20			ESE	9	29.73			"A.-Cu., Ci.-Cu."	"Cu., St.-Cu."	3	b.c.			In 	pack		31.5	"210 in sun, 255 in shade"	
	24			SE	7-8	29.75	24.0	21.8	"A.-Cu., Ci."	"Nb., St.-Cu."	7	b.c.			In 	pack				
6	4			SE	5-6	29.84	26.5	23.1		"Cu., St.-Cu., St."	8	c.q.			In 	pack				"2 h. : Wind gusty, lulling to force 6 at times. 3 h. ; Wind freshened again slightly."
	8			SE	7	29.89	22.2	19.4	A.-Cu.	"Cu., St.-Cu."	3	b.c.			In 	pack				
	12	Between 	Cape Royds and 	SSE	8	29.91	24.2	20.6	"A.-Cu., A.-St."	"Cu., St.-Cu."	5	b.c.			In 	pack			255	"13.30: Wind from NNW to N, and lulling. 17 h. : Wind inclined to increase, but gusty. Slight mirage."
	16		Bird Peninsula	S	6-5	29.90			"A.-Cu., A.-St."	"Cu., St.-Cu."	3	b.c.			In 	pack				
	20			SE	5-6	29.91	20.1	18.0	"Ci.-Cu., A.-Cu., A.-St."	"Cu., St.-Cu."	2	b.			In 	pack				
	8			S	1-2	29.85	15.4	15.2	"Ci.-St., A.-Cu., A.-St."		2	b.			In 	pack		29.5		
	13.30	Off	Cape Barnes	S	1-2	29.80	18.6	18.2	"Ci., A.-Cu., A.-St."		6	b.c.			In 	pack				23 h. : Mirage to seaward all day.
8	13	Off	Cape Barnes	ESE	2-3	29.74	25.2	24.6	A.-Cu.	"Cu., St.-Cu."	7	c.			In 	pack				"Noon : Considerable mirage (Dellbridge Islands). 18 h. : Very slight snow started. 22 h. : Wind increased to force 3 to 4, and snow a little heavier."
	21			SSE	1-2	29.69	19.5	19.0		"St.-Cu., Nb."	10	o.c.3s.			In 	pack				Considerable mirage during day. Extreme visibility all day ; blue sky (very pale) occasionally appearing over Western Mountains.
	22			SSE	3-4	29.59	18.5	17.8		Nb.	10	o.c.s.			In 	pack				The photographer remarked that he had not seen the Western
9	12	Off	Cape Barnes							"St.-Cu., St., Nb."		o.c.v.	"All day average"		In 	pack				Mountains appearing so near during the entire period of his residence. Heavy snow falling occasionally on Western Mountains temporarily obscured view. No snow in vicinity of ship and hut.
10	9			NNW	3-4	29.51	27.0	24.5	A.-Cu.	"Cu., St.-Cu., St."	9	o.c.v.			In 	pack				
	12	Off	Cape Barnes	NW	4	29.50	28.0	25.6	A.-Cu.	"St.-Cu., St."	10	o.c.			In 	pack				
	20			NNW	3	29.48	27.5	25.2		"St.-Cu., St."	10	o.c.			In 	pack				
11	8			ESE	6-7	29.56	20.5	19.3	A.-Cu.	"Nb., St.-Cu., St."	9	o.c.s.			In 	pack		30.1		
	12			SE	8	29.60	20.5	19.8	A.-Cu.	"St.-Cu., St."	9	o.c.			In 	pack		30.2	355	"Noon : Sea in Straits, seal 5."
	16	Off	Cape Royds	SE	8	29.59	18.6	18.2	A.-Cu.	St.-Cu.	7	o.c.			In 	pack		20.4		
	20			SE	7	29.58			"Ci.-Cu., A.-Cu."	"St.-Cu., Cu."	4	b.c.			In 	pack				8 h. : Slight mirage.
12	8			SE	3	29.60	14.8	14.2	A.-Cu.	"St.-Cu., Cu. St."	7	c.			In 	pack				
	12	Off	Cape Evans	Calm	0	29.59	18.2	17.5	"Ci.-Cu., A.-Cu."	"Cu., St.-Cu."	5	b.c.			In 	pack				
	20			SE	1	29.58	21.8	21.0	"Ci.-Cu., Ci.-St., A.-St."	"Cu., St.-Cu."	6	b.c.			In 	pack				
13	8			ESE	1	29.69	19.8	19.2	"A.-St., A.-Cu."	"Cu., St.-Cu."	2				In 	pack				
	12	Off	Cape Evans	Calm	0	29.74	28.0	25.0	"A.-Cu., A.-St."	"Cu., St.-Cu."	5				In 	pack				Considerable mirage all day.
	16.30			ESE	1	29.76	25.2	23.8	A.-Cu.		7				In 	pack		29.2 (18.3)		
	20			SE	1	29.78	20.5	18.8	"A.-St., A.-Cu., Ci.-Cu."	"Cu., St.-Cu."	6				In 	pack		29.2		
	24			ESE	2	29.78	25.8	20.6	"A.-St., A.-Cu., Ci. -Cu."	"St., St.-Cu."	6				In 	pack				8 h. : Considerable mirage. Forenoon : Snow falling very slight and very slowly.
14	8			NNW	2	29.77	21.5	20.6	A.-Cu.	"Cu., St.-Cu."	8	c.			In 	pack				
	12	Off	Cape Evans	SE	2	29.74	22.0	20.2	A.-Cu.	"Nb., Cu., St.-Cu."	9	o.c.4s.			In 	pack				"20 h. : Wind very variable. 21 h. : Wind N to NE, force 1-2."
	16			NW	4	29.68			A.-Cu.	"Cu., St.-Cu."	7	b.c.			In 	pack				A peculiar SWIy choppy sea. Young ice forming. A roaring
	20			SE	3	29.66	24.8	24.2	"Ci.-Cu., A.-Cu."	"Cu., St.-Cu."	6	b.c.			In 	pack				sound as of pack to SW but no signs of pack ; presumably surf on Cape Bird.
	24			"SSE to SSW"	Var.	29.64	24.5	23.0	"Ci.-St., A.-St."	"St.-Cu., Cu."	7	b.c.			In 	pack				
15	4			Calm	0	29.59	25.0		"Ci., Ci.-Cu., Ci.-St."	"St.-Cu., St."	3	b.c.			In	pack				
	8	Off	Butter Point	Calm	0	29.54	20.4	19.0	"Ci.-Cu. Ci., Ci.-St."	St.-Cu.	2	b.c.			In	pack				
	12			SSW	1	29.52	23.6	21.4	"Ci., Ci.-Cu., A.-Cu., Ci.-St."	St.-Cu.	7	c.			In	pack				"Noon : Ship off Stranded Moraine by Blue Glacier, McMurdo Sound."
	16			SSE	3-4	29.51	19.0	19.0		Nb.	10	o.4s.			In	pack				
	20	Off	Inaccessible Island	ESE	5	29.53		15.9		Nb.	10	o.4s.			In	pack				First : Snow all the watch.
	24			ESE	5	29.53	12.8	12.0	"A.-St., Ci."	Nb.	9	o.3s.			In	pack				Midnight : Thick with fine snow.
16	4			SE	6-7	29.56	13.8			St.	10	o.q.4s.			In	pack				4 h. : Weather clearing. Morning : Snow slight to moderate.
	8			SE	6-7	29.52		17.8		St.	10	o.q.4s.			In	pack				Forenoon : Snow slight to moderate.
	12	Off	Cape Royds	S	4	29.56	21.6	20.4		"St.-Cu., St., Nb."	10	o.c.4s.			In	pack				"Afternoon : Snowing at intervals. 13 h. : Wind increased. Dogs : Snow slight, but objects generally obscured at one to two miles."
	16			SE	5-6	29.57	18.2	17.6		"St.-Cu., St., Nb."	10	o.c.2s.			In	pack				"First : Intermittent snow squalls ; wind fell light about 22 h., but again increased."
	20			SE	7	29.60	15.1	14.6		Nb.	10	o.c.4s.			In	pack				
	24			SSE	4-6	29.63	14.0	13.5	A.-St.	Nb.	10	o.q.3s.		NE	4	NNW	5			
17	4			S	7-6	29.64	14.0	14.0		Nb.	10	o.q.2s.		NNE	4		Nil			"0-3 : Weather thick with snow. 3-4: Cleared, snow lighter. Morning : Occasional very slight snow. Limit of visibility 2 miles."
	8			SSE	7	29.62		14.8		"St., Nb."	10	o.c.q.		N by W	4	N by W	4	29.5 (9.30)		
	12	Entrance	McMurdo Sound	S	7-8	29.65	16.2	15.8		"St.-Cu., St., Nb."	10	o.c.q.		N by W	6	N by W	6		354	
	16			S	7-8	29.62	16.9	16.2		"St.-Cu., St., Nb."	10	o.c.q.		N by W	6	N by W	6	29.5		Dogs : Occasional slight falls of snow.
	20			S	5-6	29.62	16.8			"St.-Cu., St."	10	q.o.c.f.	2	N	6	N	6			First : Intermittent snow all the watch. 23 h. : Wind started to ease.
	24			SSW	5-3	29.62	17.0			"St., Nb."	10	o.c.f.q.s.	3	N	6	N	6			
18	4									"St.-Cu., Nb."	10	o.c.4s.4f.	2							0 h. : Snow moderate and fog intensity 2 all watch. Weather improving after 4 h. and snow ceased. 5 h. : Western Mountains
	8			SE	3	29.55	17.1			"Cu., St.-Cu., St."	10	o.c.			In	pack		28.4		appeared. 6 h. : Sun over all W coast. 8 h. : Brilliant sunshine
	12	76 37	165 0 E	SE	3-4	29.50	15.8			Nb.	10	o.c.4s.f.	3		In	pack		28.2		"over Western Mountains. Forenoon: Snow continuous, slight to 11 h., then moderate. 16 h. : Sun on Western Mountains. Mirage. 22.30: Commenced to snow (moderate)."
	16	14.30h.	Proceeded	SSE	2	29.39	18.0			"St.-Cu., St."	10	o.c.			In	pack				23.30 : Snow ceased.
	20			S	2	29.31	20.9			"Cu., St.-Cu."	6	b.c.			In	pack				
	24			ESE	1-2	29.26	20.0			"Cu., St.-Cu., Nb."	8	c.		NWly	2	NWly	6			
19	4			NNE	4-5	29.20	18.2		A.-Cu.	"Cu., St.-Cu., St."	8	o.c.				NW	5			6 h. : Wind shifted to S.
	8			W	4	29.20	17.0		"Ci.-Cu., A.-Cu."	"Cu., St.-Cu."	6	b.c.		SE	3	Pack about SE	4	29.0		
	12	75 27	166 49 E	W	4-5	29.23	15.4		A.-Cu.	"Ci., St.-Cu."	9	o.c.		SE	3	Pack about SE NW	"4,5"	28.8	354	
	16			SW	4-5	29.27	12.5		A.-Cu.	"Cu., St.-Cu., St."	10	o.c.			In	pack				16 h. : Sun shining over mountains. 17 h. : Snow N and S. of ship. Few flakes occasionally falling on ship. 20 h. : Bright
	20			SW	6-7	29.26	13.4			"Cu., St.-Cu., St."	10	o.c.			In	pack				"sunshine over mountains exposing brilliant yellow sky. 21 h. : Wind increased 7 to 8, squally. 23 h. : Wind increasing, some"
	24			W	8-10	29.25	15.2			"St., Nb."	10	o.q.s.	3		In	pack				very heavy squalls.
20	4			WNW	10	29.29	11.8			St.	10	o.q.s.	4		In	pack				0 h. : Snow commenced to fall. 4 h. : Heavy blizzard. Thick with very fine snow. Squalls practically continuous. 8 h. :
	8			WSW	9-10	29.31		10.5		"St.-Cu., St., Cu."	10	o.q.s.			In	pack				"Sun shining on mountains. A little blue sky exposed, showing A.-Cu. and Ci.-Cu."
	12	74 45	166 35 E	W	10	29.36			"A.-Cu., Ci.-Cu."	"St.-Cu., St."	7	c.q.			In	pack				
	16			W	7-8	29.38	12.7		A.-Cu.	"St.-Cu., Cu., St."	7	c.q.			In	pack				
	20			W	9	29.37	13.8		"Ci.-Cu., Ci.-St., A.-Cu."	"St.-Cu., St."	5	b.c.q.			In	pack		28.8		"19.55: Wind increased to force 9 (during "" Dogs "" 6 to 7)."
	24			WNW	8-10	29.42	12.4		"Ci.-St., A.-St."	"St.-Cu., St."	4	b.c.q.			In	pack				23 h. : Squalls increasing in strength and rapidity of sequence.
21	4			WNW	8-10	29.39	11.1		Ci.-St.	St.	3	b.c.q.			In	pack				
	8			SW	8-9	29.38	11.9		"Ci.-St., Ci.-Cu., A.-Cu."	"Cu., St.-Cu., St."	3	b.c.q.		SE	5	Pack about SE by E	7			
	12	75 0	169 10 E	SW	6-7	29.36	12.8		"A.-Cu., Ci.-St., A.-St."	"Cu., St.-Cu., St."	4	b.c.q.		E by E	6	SE by E	7	28.8	352	Noon : Wind eased at 11 h. to force 6-7.
