		"VOYAGE TO CHINA, JAMES CUNNINGHAM"						

YEAR	MONTH	DAY	THERMOMETER	BAROMETER	LAT	N	LONG	E
			Alt. Below	Philof. Barom.		or	E from	or
			extreme heat	Altitude		S	St. Jago	W
1700	10	1			29.56	N	14.55	E
1700	10	2			29.56	N	14.55	E
1700	10	3				N		E
1700	10	4				N		E
1700	10	5				N		E
1700	10	6				N		E
1700	10	7				N		E
1700	10	8				N		E
1700	10	9				N		E
1700	10	10	20.0	20.0	29.56	N	14.55	E
1700	10	11	12.0	10.0	30.25	N	14.2	E
1700	10	12	17.0	15.0	30.25	N	14.2	E
1700	10	13	25.0	32.0		N		E
1700	10	14	24.0	30.0	30.25	N	14.2	E
1700	10	15	22.0	8.0				
1700	10	16	25.0	20.0				
1700	10	17	16.0	14.0				
1700	10	18	15.0	13.0				
1700	10	19	23.5	31.0				
1700	10	20	24.0	30.0				
1700	10	21	24.0	29.0				
1700	10	22	25.0	30.0				
1700	10	23	26.0	30.0				
1700	10	24	27.5	32.0				
1700	10	25	24.0	28.0				
1700	10	26	22.5	26.0				
1700	10	27	20.0	27.0				
1700	10	28	36.5	45.0				
1700	10	29	45.0	58.0				
1700	10	30	46.0	59.0
1700	10	31	47.0	65.0
